Quote	Notes
I hope the ﬁeld of computer science never loses its sense of fun. ... What you know about computing other people will learn. Don’t feel as if the key to successful computing is only in your hands. What’s in your hands I think and hope is intelligence: the ability to see the machine as more than when you were ﬁrst led up to it, that you can make it more.   -- Alan J. Perlis, Structure and Interpretation of Computer Programs	https://www.goodreads.com/quotes/tag/computer-science
I think that it’s extraordinarily important that we in computer science keep fun in computing. When it started out it was an awful lot of fun. Of course the paying customers got shafted every now and then and after a while we began to take their complaints seriously. We began to feel as if we really were responsible for the successful error-free perfect use of these machines. I don’t think we are. I think we’re responsible for stretching them setting them off in new directions and keeping fun in the house. I hope the ﬁeld of computer science never loses its sense of fun. Above all I hope we don’t become missionaries. Don’t feel as if you’re Bible sales-men. The world has too many of those already. What you know about computing other people will learn. Don’t feel as if the key to successful computing is only in your hands. What’s in your hands I think and hope is intelligence: the ability to see the machine as more than when you were ﬁrst led up	https://www.goodreads.com/quotes/tag/computer-science
I was transformed...because I caught a glimpse of a revolutionary use for computers. We seized the opportunity to the computer as a general processor for symbols (hence thoughts) rather than just a speedy engine for arithmetic.   -- Herbert A. Simon, Models of My Life	https://www.goodreads.com/quotes/tag/computer-science
I wish to add my mite towards expounding & interpreting the Almighty, & his laws & works, for the most effective use of mankind; and certainly, I should feel it no small glory if I were enabled to be one of his most noted prophets (using this word in my own peculiar sense) in this world.   -- Ada Lovelace, Ada, the Enchantress of Numbers: A Selection from the Letters of Lord Byron's Daughter and Her Description of the First Computer	https://www.goodreads.com/quotes/tag/computer-science
I would like to demonstrate that in the area of science a good old principle is valid:	https://www.goodreads.com/quotes/tag/computer-science
I’m glad someone’s finally giving ed the attention it deserves.   --  Ken Thompson	https://www.goodreads.com/quotes/tag/computer-science
Ich langte in meine Tasche nach einem Milky Way - was sonst für einen Astronomen - und machte es mir bequem, um den Hacker auf meinem grünen Monitor zu beobachten.   -- Clifford Stoll, The Cuckoo's Egg: Tracking a Spy Through the Maze of Computer Espionage	https://www.goodreads.com/quotes/tag/computer-science
If a machine ever gains awareness, it will be not due to our careful programming, but due to an unforeseeable anomaly.   -- Abhijit Naskar, The Gospel of Technology	https://www.goodreads.com/quotes/tag/computer-science
If the brain had a native language we would be able to communicate with all humans without translation. Or even all other creatures on earth.   -- Ghassan Labban	https://www.goodreads.com/quotes/tag/computer-science
If you are too lazy to cleanup your database after testing, your filesystem after testing or your memory based system consider moving to a different profession. This isn't a job for you.   -- Roy Osherove, The Art of Unit Testing: With Examples in .NET	https://www.goodreads.com/quotes/tag/computer-science
Il fattore umano è l'anello più debole della sicurezza   -- Kevin D. Mitnick, The Art of Deception: Controlling the Human Element of Security	https://www.goodreads.com/quotes/tag/computer-science
In my experience, requirements change quite often, or new situations will arise that weren’t anticipated at the start of the project. If the situation can be addressed with a plugin, I just whip open the standalone plugin page, make the updates and pop the new plugin back in. Because the plugin is self-contained, it’s easy to recreate the problem, fix it, and get it back into the codebase.   -- Robert Duchnik, jQuery Plugin Development In 30 Minutes	https://www.goodreads.com/quotes/tag/computer-science
In search," Urs (Hölzle) believed, "the discussion was really, How can we outdistance our current system and make it look laughable? That's the best definition of success: if a new system comes out and everyone says, 'Wow, I can't believe we put up with that old thing because it was so primitive and limited compared to this.   -- Douglas Edwards, I'm Feeling Lucky: The Confessions of Google Employee Number 59	https://www.goodreads.com/quotes/tag/computer-science
In the end, it all comes down to 0 and 1   -- Vineet Goel	https://www.goodreads.com/quotes/tag/computer-science
In the history of ideas, it's repeatedly happened that an idea, developed in one area for one purpose, finds an unexpected application elsewhere. Concepts developed purely for philosophy of mathematics turned out to be just what you needed to build a computer. Statistical formulae for understanding genetic change in biology are now applied in both economics and in programming.   -- Patrick Grim	https://www.goodreads.com/quotes/tag/computer-science
In the U.S. there are two types of hipsters: those who know how to program and those who serve coffee.   -- César Hidalgo	https://www.goodreads.com/quotes/tag/computer-science
Index design is also a largely iterative process, based on the SQL generated by application designers. However, it is possible to make a sensible start by building indexes that enforce primary key constraints and indexes on known access patterns, such as a person's name. As the application evolves and testing is performed on realistic sizes of data, certain queries will need performance improvements for which building a better index is a good solution.   -- Andrew Holdsworth, Oracle9i Database Performance Planning	https://www.goodreads.com/quotes/tag/computer-science
Is it possible that software is not like anything else, that it is meant to be discarded: that the whole point is to always see it as a soap bubble?   -- Alan J Perlis	https://www.goodreads.com/quotes/tag/computer-science
It can be argued that the computer is humanity’s attempt to replicate the human brain. This is perhaps an unattainable goal. However, unattainable goals often lead to outstanding accomplishment.   -- Ammaar Shaukat Reshi	https://www.goodreads.com/quotes/tag/computer-science
It can be argued that the computer is humanity’s attempt to replicate the human brain. This is perhaps an unattainable goal. However, unattainable goals often lead to outstanding accomplishment.   -- Zubair Saleem Fazal	https://www.goodreads.com/quotes/tag/computer-science
It is difficult to find a remedy for our own sadness, because we are ourselves implicated in it. It is difficult to find a remedy for other people's sadness because we are prisoners of it.   -- Jean Baudrillard, Cool Memories	https://www.goodreads.com/quotes/tag/computer-science
It is possible to invent a single machine which can be used to compute any computable sequence.   -- Alan Turing	https://www.goodreads.com/quotes/tag/computer-science
jQuery is by far the most widely used library for JavaScript. It is used on more than 50% of websites. Many frameworks, such as Backbone and Twitter’s Bootstrap, are built on top of jQuery. Being able to extend and write plugins for jQuery can not only save lots of time, but also makes code much cleaner and easier to maintain.   -- Robert Duchnik, jQuery Plugin Development In 30 Minutes	https://www.goodreads.com/quotes/tag/computer-science
Just as functions within computer science, ecosystems must become first-class citizens in biology. First-class functions are not merely sequences of steps, but genuine entities, which can be passed as arguments to and from other functions in the same manner as other data types. Languages that support this concept have a fundamentally greater expressive power than those that relegate functions to the status of 'second-class citizens' relative to first-class 'data' objects. Biology needs an analogous expressive power in order to refer properly to the role of ecosystems as carriers of fundamental patterns, and as entities parallel to and in some ways superseding organisms.   -- Eric Smith, The Origin and Nature of Life on Earth: The Emergence of the Fourth Geosphere	https://www.goodreads.com/quotes/tag/computer-science
Lilah did little more than sleep and eat and cry, which to me was the most fascinating thing in the entire universe. Why did she cry? When did she sleep? What made her eat a lot one day and little the next? Was she changing with time? I did what any obsessed person would do in such a case: I recorded data, plotted it, calculated statistical correlations. First I just wrote on scraps of paper and made charts on graph paper, but I very quickly became more sophisticated. I wrote computer software to make a beautifully colored plot showing times when Diane fed Lilah, in black; when I fed her, in blue (expressed mother's milk, if you must know); Lilah's fussy times, in angry red; her happy times, in green. I calculated patterns in sleeping times, eating times, length of sleep, amounts eaten.	https://www.goodreads.com/quotes/tag/computer-science
loop { work(); play(); ; // <-- empty statement } Rust follows the tradition of C in allowing this. Empty statements do nothing except convey a slight feeling of melancholy. We mention them only for completeness.   -- Jim Blandy, Jason Orendorff, Programming Rust: Fast, Safe Systems Development	https://www.goodreads.com/quotes/tag/computer-science
Loving what you do, doing what you love   -- Randall Hyde, Write Great Code, Volume 3: Engineering Software	https://www.goodreads.com/quotes/tag/computer-science
Machine learning, in the simplest terms, is the analysis of statistics to help computers make decisions base on repeatable characteristics found in the data.   -- Vardhan Kishore Agrawal	https://www.goodreads.com/quotes/tag/computer-science
Most improved things can be improved.   -- Mokokoma Mokhonoana	https://www.goodreads.com/quotes/tag/computer-science
No matter which field of work you want to go in, it is of great importance to learn at least one programming language.   -- Ram Ray	https://www.goodreads.com/quotes/tag/computer-science
No program can say what another will do. Now, I won’t just assert that, I’ll prove it to you. I will prove that although you might work till you drop, You cannot tell if computation will stop.   -- Geoffrey K. Pullum	https://www.goodreads.com/quotes/tag/computer-science
No technology that's connected to the internet is unhackable.   -- Abhijit Naskar, The Gospel of Technology	https://www.goodreads.com/quotes/tag/computer-science
Nothing is more practical than a good theory.   -- Vladimir N Vapnik	https://www.goodreads.com/quotes/tag/computer-science
Nothing is more practical than a good theory.   -- Vladimir N Vapnik	https://www.goodreads.com/quotes/tag/computer-science
One of the goals of this book is to show that, at least in the problems of statistical inference, this is not true. I would like to demonstrate that in the area of science a good old principle is valid:	https://www.goodreads.com/quotes/tag/computer-science
Overstimulation has been the real drawback. I need to find ways to stop thinking about analysis of algorithms, in order to do various other things that human beings ought to do.   -- Donald Ervin Knuth, Selected Papers on Computer Science	https://www.goodreads.com/quotes/tag/computer-science
Pascal is for building pyramids -- imposing, breathtaking, static structures built by armies pushing heavy blocks into place. Lisp is for building organisms -- imposing, breathtaking, dynamic structures built by squads fitting fluctuating myriads of simpler organisms into place.   -- Harold Abelson; Gerald Jay Sussman; Julie Sussman; Eiichi Wada	https://www.goodreads.com/quotes/tag/computer-science
Perhaps the most important principle for the good algorithm designer is to refuse to be content.   -- Alfred V. Aho	https://www.goodreads.com/quotes/tag/computer-science
Programming in machine code is like eating with a toothpick.   -- Charles Petzold, Code: The Hidden Language of Computer Hardware and Software	https://www.goodreads.com/quotes/tag/computer-science
Programs should always have the form of paragraphs of comments that describe the intention of the program followed by paragraphs of code that implement that intention. All of the formatting should be designed to make readers as able as possible to read the code easily; the compiler doesn’t care. In particular, follow conventions of mathematics and your native language, not those you found in some random language manual. Write the comments first and then write the code, not the other way around. If you don’t know what you want to achieve and why, any code you write is, by definition, incorrect.   -- Charles Wetherell, Etudes for Programmers	https://www.goodreads.com/quotes/tag/computer-science
Q: Why bother doing proofs about programming languages? They are almost always boring if the definitions are right.  A: The definitions are almost always wrong.  - Anonymous   -- Benjamin C. Pierce	https://www.goodreads.com/quotes/tag/computer-science
religious beliefs, especially if those beliefs are strongly held. Further, scientists have hopes, standards, and ethical beliefs, and they—like anybody—are not eager to find that their beliefs are invalid.   -- James Kennedy, Swarm Intelligence	https://www.goodreads.com/quotes/tag/computer-science
Reusability is key in reducing bugs and coding quickly. The more I use a piece of code, the more confident and familiar I become with it, which in turn significantly speeds up my development time.   -- Robert Duchnik, jQuery Plugin Development In 30 Minutes	https://www.goodreads.com/quotes/tag/computer-science
Seemingly innocuous language like 'Oh, I'm flexible' or 'What do you want to do tonight?' has a dark computational underbelly that should make you think twice. It has the veneer of kindness about it, but it does two deeply alarming things. First, it passes the cognitive buck: 'Here's a problem, you handle it.' Second, by not stating your preferences, it invites the others to simulate or imagine them. And as we have seen, the simulation of the minds of others is one of the biggest computational challenges a mind (or machine) can ever face.   -- Brian Christian, Algorithms to Live By: The Computer Science of Human Decisions	https://www.goodreads.com/quotes/tag/computer-science
Simple things should be simple, complex things should be possible.   -- Alan Kay	https://www.goodreads.com/quotes/tag/computer-science
Simply In Depth......   -- Ajit Singh	https://www.goodreads.com/quotes/tag/computer-science
Software is like entropy: It is difficult to grasp, weighs nothing, and obeys the Second Law of Thermodynamics; i.e., it always increases.   -- Norman Augustine	https://www.goodreads.com/quotes/tag/computer-science
Spreadsheets are more important to marketing than pretty pictures these days.   -- Trevor Carss	https://www.goodreads.com/quotes/tag/computer-science
Stop pushing people into web development as if it is the only true career path. Instead, push people into computer science, programming, coding, etc. There is so much competition because everyone is doing it, you just create a lot of demoralized and disgruntled people. There is more to programming than web development.   -- Olawale Daniel	https://www.goodreads.com/quotes/tag/computer-science
Suppose whatever we can recognize we can find. We can if P=NP.   -- Lance Fortnow, The Golden Ticket: P, Np, and the Search for the Impossible	https://www.goodreads.com/quotes/tag/computer-science
Tests are stories we tell the next generation of programmers on a project.   -- Roy Osherove, The Art of Unit Testing: With Examples in .NET	https://www.goodreads.com/quotes/tag/computer-science
The advantage of subdividing the heap is that multiple threads can each allocate objects at the same time without interfering with one another. Further, by allocating object used by the same thread from the same memory region, cache hit rates may improve.   -- Thomas Anderson, Operating Systems: Principles and Practice	https://www.goodreads.com/quotes/tag/computer-science
The Analytical Engine has no pretensions whatever to originate anything. It can do whatever we know how to order it to perform.   -- Ada Lovelace	https://www.goodreads.com/quotes/tag/computer-science
The best programs are written so that computing machines can perform them quickly and so that human beings can understand them clearly. A programmer is ideally an essayist who works with traditional aesthetic and literary forms as well as mathematical concepts, to communicate the way that an algorithm works and to convince a reader that the results will be correct.   -- Donald E. Knuth, Selected Papers on Computer Science	https://www.goodreads.com/quotes/tag/computer-science
The business we're in is more sociological than technological, more dependent on workers' abilities to communicate with each other than their abilities to communicate with machines.   -- Tom DeMarco, Peopleware: Productive Projects and Teams	https://www.goodreads.com/quotes/tag/computer-science
The clarity offered by software as metaphor - and the empowerment allegedly offered to us who know software - should make us pause, because software also engenders a sense of profound ignorance. Software is extremely difficult to comprehend. Who really knows what lurks behind our smiling interfaces, behind the objects we click and manipulate? Who completely understands what one’s computer is actually doing at any given moment? Software as a metaphor for metaphor troubles the usual functioning of metaphor, that is, the clarification of an unknown concept through a known one. For, if software illuminates an unknown, it does so through an unknowable (software). This paradox - this drive to grasp what we do not know through what we do not entirely understand… does not undermine, but rather grounds software’s appeal. Its combination of what can be seen and not seen, can be known and no known - it’s separation of interface from algorithm, of software from hardware - makes it a powerful metaphor for everything we believe is invisible yet generates visible effects, from genetics to the invisible hand of the market, from ideology to culture. Every use entails an act of faith.   -- Wendy Hui Kyong Chun, Programmed Visions: Software and Memory 	https://www.goodreads.com/quotes/tag/computer-science
The component structure cannot be designed from the top down. It is not one of the first things about the system that is designed, but rather evolves as the system grows and changes.   -- Robert C. Martin, Clean Architecture	https://www.goodreads.com/quotes/tag/computer-science
The computer only gives back ourselves. It is a faithful mirror that reflects the human traits that are brought to it.   -- William Barrett, The Illusion of Technique: A Search for Meaning in a Technological Civilization	https://www.goodreads.com/quotes/tag/computer-science
The computing scientist’s main challenge is not to get confused by the complexities of his own making.   -- Edsger W. Dijkstra	https://www.goodreads.com/quotes/tag/computer-science
The cost of electrons and photons is getting cheaper all the time!   -- T. Gilling, The STREAM TONE: The Future of Personal Computing?	https://www.goodreads.com/quotes/tag/computer-science
The DQN AI system of Google DeepMind can accomplish a slightly broader range of goals: it can play dozens of different vintage Atari computer games at human level or better. In contrast, human intelligence is thus far uniquely broad, able to master a dazzling panoply of skills.	https://www.goodreads.com/quotes/tag/computer-science
The great paradox of automation is that the desire to eliminate human labor always generates new tasks for humans.   -- Mary L. Gray, Ghost Work: How to Stop Silicon Valley from Building a New Global Underclass	https://www.goodreads.com/quotes/tag/computer-science
The ocean is a Turing machine, the sand is its tape; the water reads the marks in the sand and sometimes erases them and sometimes carves new ones with tiny currents that are themselves a response to the marks.   -- Neal Stephenson, Cryptonomicon	https://www.goodreads.com/quotes/tag/computer-science
The only way to make sure that you don't lose your job with the arrival of AI, is to do something that AI cannot do, and the only thing that artificial intelligence cannot do but a human can, is being original. So, do something original and no AI can ever replace you.   -- Abhijit Naskar	https://www.goodreads.com/quotes/tag/computer-science
The original Ethernet consisted of a fat cable into which a wire coming from each computer was forcibly inserted using what was euphemistically referred to a vampire tap.   -- Andrew Tanenbaum	https://www.goodreads.com/quotes/tag/computer-science
The pipeline assumes a passive flow of women (and men) from one stage to the next culminating in a scientific career.   -- Enobong Hannah Branch, Pathways, Potholes, and the Persistence of Women in Science: Reconsidering the Pipeline	https://www.goodreads.com/quotes/tag/computer-science
The question of whether a computer can think is no more interesting than the question of whether a submarine can swim.   -- Edsger W. Dijkstra	https://www.goodreads.com/quotes/tag/computer-science
The silicon microchips themselves might be cheap (relative to times past, anyway), but CPU cycles are not cheap. Every CPU cycle consumes clock time. Clock time is latency. A wasteful application makes its users wait longer than they need to, and if there’s anything users hate, it’s waiting. For web systems, latency in the application has a dual effect. The added processing directly increases the burden on the application servers themselves. Suppose that an application takes just 250 milliseconds of extra processing per transaction. If the system processes a million transactions a day, that extra 250 milliseconds per transaction makes for an extra 69.4 hours of compute time every day. Assuming an 80% load factor on each server, you’ll need four additional servers to handle this load.   -- Michael T. Nygard, Release It!: Design and Deploy Production-Ready Software	https://www.goodreads.com/quotes/tag/computer-science
The spectacle's instruction and the spectators' ignorance are wrongly seen as antagonistic factors when in fact they give birth to each other. In the same way, the computer's binary language is an irresistible inducement to the continual and unreserved acceptance of what has been programmed according to the wishes of someone else and passes for the timeless source of a superior, impartial and total logic. Such progress, such speed, such breadth of vocabulary! Political? Social? Make your choice. You cannot have both. My own choice is inescapable. They are jeering at us, and we know whom these programs are for. Thus it is hardly surprising that children should enthusiastically start their education at an early age with the Absolute Knowledge of computer science; while they are still unable to read, for reading demands making judgements at every line; and is the only access to the wealth of pre-spectacular human experience. Conversation is almost dead, and soon so too will be those who knew how to speak.   -- Guy Debord, Comments on the Society of the Spectacle	https://www.goodreads.com/quotes/tag/computer-science
The string is a stark data structure and everywhere it is passed there is much duplication of process. It is a perfect vehicle for hiding information.   -- Alan J. Perlis	https://www.goodreads.com/quotes/tag/computer-science
The very last stage of any memory hierarchy is necessarily the outside world—that is, the outside world as far as the machine is concerned, i.e. that part of it with which the machine can directly communicate, in other words, the input and the output organs of the machine. These are usually punched paper tapes or cards, and on the output side, of course, also printed paper.   -- John von Neumann, The Computer and the Brain	https://www.goodreads.com/quotes/tag/computer-science
Then, I did what any obsessed person would do these days; I put it all on the Web.   -- Mike Brown, How I Killed Pluto and Why It Had It Coming	https://www.goodreads.com/quotes/tag/computer-science
There are 2 hard problems in computer science: cache invalidation, naming things, and off-by-1 errors.   -- Leon Bambrick	https://www.goodreads.com/quotes/tag/computer-science
Thinking about small things every day from today will lead you to rise to the ranks of Donald Knuth and Alan Turing in a few years.   -- Aditya Chatterjee, How to read a Computer Science Research paper?	https://www.goodreads.com/quotes/tag/computer-science
This relation of program to environment opened up an exceedingly important role for computer simulation as a tool for achieving a deeper understanding of human behavior. For if it is the organization of components, and not their physical properties, that largely determines behavior, and if computers are organized somewhat in the image of man, then the computer becomes an obvious device for exploring the consequences of alternative organizational assumptions for human behavior. Psychology could move forward without awaiting the solutions by neurology of the problems of component design—however interesting and significant these components turn out to be.   -- Herbert A. Simon, The Sciences of the Artificial	https://www.goodreads.com/quotes/tag/computer-science
Ultimately, I try to think of my application’s main codebase as just stringing together various components and code from many sources. It just controls logic and flow. The real nitty-gritty is handled behind the scenes. This is why frameworks like Backbone are so important — they hide a lot of the details in the background and allow you to just focus on the flow and control of your application.   -- Robert Duchnik, jQuery Plugin Development In 30 Minutes	https://www.goodreads.com/quotes/tag/computer-science
Underlying our approach to this subject is our conviction that "computer science" is not a science and that its significance has little to do with computers. The computer revolution is a revolution in the way we think and in the way we express what we think. The essence of this change is the emergence of what might best be called procedural epistemology—the study of the structure of knowledge from an imperative point of view, as opposed to the more declarative point of view taken by classical mathematical subjects. Mathematics provides a framework for dealing precisely with notions of "what is". Computation provides a framework for dealing precisely with notions of "how to".   -- Harold Abelson, Structure and Interpretation of Computer Programs	https://www.goodreads.com/quotes/tag/computer-science
Unix is not so much a product as it is a painstakingly compiled oral history of the hacker subculture. It is our Gilgamesh epic: a living body of narrative that many people know by heart, and tell over and over again—making their own personal embellishments whenever it strikes their fancy. The bad embellishments are shouted down, the good ones picked up by others, polished, improved, and, over time, incorporated into the story. […] Thus Unix has slowly accreted around a simple kernel and acquired a kind of complexity and asymmetry about it that is organic, like the roots of a tree, or the branchings of a coronary artery. Understanding it is more like anatomy than physics.   -- Neal Stephenson	https://www.goodreads.com/quotes/tag/computer-science
Want to guarantee nasty conflicts? Take a word with multiple, fuzzy, definitions, force people to strike an agreement on it, attach large amounts of money to it, and then watch them fight about it a year or two later.   -- Michael T. Nygard, Release It!: Design and Deploy Production-Ready Software	https://www.goodreads.com/quotes/tag/computer-science
We can think of life as a self-replicating information-processing system whose information (software) determines both its behavior and the blueprints for its hardware.   -- Max Tegmark, Life 3.0: Being Human in the Age of Artificial Intelligence	https://www.goodreads.com/quotes/tag/computer-science
We will start by sketching the recursive algorithm and then add details to get to a full description of the algorithm. Footnote : Translation: We will add details till the mess becomes both undecipherable and incomprehensible at the same time. Hopefully, the inner poetical and rhythmical beauty of the text will keep the reader going.   -- Sariel Har-Peled, Geometric Approximation Algorithms	https://www.goodreads.com/quotes/tag/computer-science
Well, writing novels is incredibly simple: an author sits down…and writes. Granted, most writers I know are a bit strange. Some, downright weird.But then again, you’d have to be. To spend hundreds and hundreds of hours sitting in front of a computer screen staring at lines of information is pretty tedious. More like a computer programmer. And no matter how cool the Matrix made looking at code seem, computer programmers are even weirder than authors.   -- Christopher Hopper	https://www.goodreads.com/quotes/tag/computer-science
What one programmer can do in one month, two programmers can do in two months.   -- Fred Brooks	https://www.goodreads.com/quotes/tag/computer-science
What's in your hands I think and hope is intelligence: the ability to see the machine as more than when you were ﬁrst led up to it that you can make it more.   -- Alan J. Perlis	https://www.goodreads.com/quotes/tag/computer-science
When human beings acquired language, we learned not just how to listen but how to speak. When we gained literacy, we learned not just how to read but how to write. And as we move into an increasingly digital reality, we must learn not just how to use programs but how to make them. In the emerging highly programmed landscape ahead, you will either create the software or you will be the software. It’s really that simple: Program, or be programmed.   -- Douglas Rushkoff, Program or Be Programmed: Ten Commands for a Digital Age	https://www.goodreads.com/quotes/tag/computer-science
When the ANSI C standard was under development, the pragma directive was introduced. Borrowed from Ada, #pragma is used to convey hints to the compiler, such as the desire to expand a particular function in-line or suppress range checks. Not previously seen in C, pragma met with some initial resistance from a gcc implementor, who took the implementation-defined effect very literally—in gcc version 1.34, the use of pragma causes the compiler to stop compiling and launch a computer game instead! The gcc manual contained the following: The #pragma command is specified in the ANSI standard to have an arbitrary implementation-defined effect. In the GNU C preprocessor, #pragma first attempts to run the game rogue; if that fails, it tries to run the game hack; if that fails, it tries to run GNU Emacs displaying the Tower of Hanoi; if that fails, it reports a fatal error. In any case, preprocessing does not continue. —Manual for version 1.34 of the GNU C compiler   -- Peter van der Linden, Expert C Programming: Deep C Secrets	https://www.goodreads.com/quotes/tag/computer-science
While functions being unable to change state is good because it helps us reason about our programs, there's one problem with that. If a function can't change anything in the world, how is it supposed to tell us what it calculated? In order to tell us what it calculated, it has to change the state of an output device (usually the state of the screen), which then emits photons that travel to our brain and change the state of our mind, man.   -- Miran Lipovača	https://www.goodreads.com/quotes/tag/computer-science
why bother with null and java 8 has optional   -- Ahmad Moawad	https://www.goodreads.com/quotes/tag/computer-science
Worse yet is the rejection of upfront requirements. The basic observation is correct: requirements will change, and are hard anyway to capture at the beginning. In no way, however, does it imply the dramatic conclusion that upfront requirements are useless! What it does imply is that requirements should be subject to change, like all other artifacts on the software process. [...] The agile advice here is irresponsible and serious software projects should ignore it.The sound practice is to start collecting requirements at the beginning, produce a provisional version prior to engaging in design, and treat the requirements as a living product that undergoes constant adaptation throughout the project.   -- Bertrand Meyer	https://www.goodreads.com/quotes/tag/computer-science
You are not reading this book because a teacher assigned it to you, you are reading it because you have a desire to learn, and wanting to learn is the biggest advantage you can have.   -- Cory Althoff, The Self-Taught Programmer: The Definitive Guide to Programming Professionally	https://www.goodreads.com/quotes/tag/computer-science